Episodes Task Normalised_Cummulative_Reward
95 Q(RS) 0.95375
96 Q(RS) 0.99377
97 Q(RS) 0.98157
98 Q(RS) 0.92224
99 Q(RS) 0.99438
100 Q(RS) 0.96866
1 Q(RS) 0.00000
2 Q(RS) 0.88545
3 Q(RS) 0.69004
4 Q(RS) 0.69029
5 Q(RS) 0.48377
6 Q(RS) 0.87515
7 Q(RS) 0.74920
8 Q(RS) 0.57374
9 Q(RS) 0.97223
10 Q(RS) 0.77663
11 Q(RS) 0.99001
12 Q(RS) 0.97190
13 Q(RS) 0.71934
14 Q(RS) 0.94374
15 Q(RS) 0.82856
16 Q(RS) 0.83729
17 Q(RS) 0.60002
18 Q(RS) 0.85234
19 Q(RS) 0.94873
20 Q(RS) 0.99361
21 Q(RS) 0.93320
22 Q(RS) 0.91071
23 Q(RS) 0.93629
24 Q(RS) 0.98375
25 Q(RS) 0.95350
26 Q(RS) 0.98737
27 Q(RS) 0.76126
28 Q(RS) 0.92692
29 Q(RS) 0.72618
30 Q(RS) 0.78833
31 Q(RS) 0.82633
32 Q(RS) 0.98550
33 Q(RS) 0.89687
34 Q(RS) 0.94640
35 Q(RS) 0.74964
36 Q(RS) 1.00304
37 Q(RS) 0.90575
38 Q(RS) 0.93319
39 Q(RS) 0.96935
40 Q(RS) 0.74339
41 Q(RS) 0.99852
42 Q(RS) 0.99314
43 Q(RS) 0.89752
44 Q(RS) 0.83231
45 Q(RS) 0.89386
46 Q(RS) 1.00115
47 Q(RS) 0.95661
48 Q(RS) 0.87247
49 Q(RS) 0.99968
50 Q(RS) 0.97573
51 Q(RS) 0.88770
52 Q(RS) 0.99026
53 Q(RS) 0.91836
54 Q(RS) 0.94941
55 Q(RS) 0.95326
56 Q(RS) 0.93580
57 Q(RS) 1.00006
58 Q(RS) 0.99396
59 Q(RS) 0.84240
60 Q(RS) 0.96146
61 Q(RS) 0.94283
62 Q(RS) 0.99587
63 Q(RS) 0.97458
64 Q(RS) 0.98897
65 Q(RS) 0.94890
66 Q(RS) 0.95969
67 Q(RS) 0.99224
68 Q(RS) 0.96939
69 Q(RS) 0.89467
70 Q(RS) 0.90589
71 Q(RS) 0.97323
72 Q(RS) 0.98433
73 Q(RS) 0.93196
74 Q(RS) 0.96944
75 Q(RS) 0.98438
76 Q(RS) 1.00477
77 Q(RS) 1.00411
78 Q(RS) 0.93500
79 Q(RS) 0.97394
80 Q(RS) 0.97327
81 Q(RS) 0.93291
82 Q(RS) 0.97106
83 Q(RS) 0.99721
84 Q(RS) 0.98056
85 Q(RS) 0.99555
86 Q(RS) 0.99335
87 Q(RS) 1.00101
88 Q(RS) 0.99298
89 Q(RS) 0.93040
90 Q(RS) 0.93513
91 Q(RS) 0.99616
92 Q(RS) 0.94837
93 Q(RS) 0.99417
94 Q(RS) 0.98643
95 Q(RS) 0.99586
96 Q(RS) 0.98531
97 Q(RS) 0.99303
98 Q(RS) 0.91042
99 Q(RS) 0.99067
100 Q(RS) 1.00174
1 Q(RS) 0.00000
2 Q(RS) 0.82140
3 Q(RS) 0.95177
4 Q(RS) 0.54202
5 Q(RS) 0.90173
6 Q(RS) 0.85093
7 Q(RS) 0.93854
8 Q(RS) 0.92831
9 Q(RS) 0.95012
10 Q(RS) 0.62206
11 Q(RS) 0.83214
12 Q(RS) 0.97296
13 Q(RS) 0.66571
14 Q(RS) 0.99412
15 Q(RS) 0.87186
16 Q(RS) 0.72144
17 Q(RS) 0.96383
18 Q(RS) 0.82041
19 Q(RS) 0.88743
20 Q(RS) 0.66152
21 Q(RS) 0.97086
22 Q(RS) 0.95718
23 Q(RS) 0.84986
24 Q(RS) 1.00062
25 Q(RS) 0.88940
26 Q(RS) 0.88399
27 Q(RS) 0.90564
28 Q(RS) 0.87693
29 Q(RS) 0.69810
30 Q(RS) 0.97530
31 Q(RS) 0.83733
32 Q(RS) 0.97483
33 Q(RS) 0.81923
34 Q(RS) 0.97102
35 Q(RS) 1.00184
36 Q(RS) 0.96004
37 Q(RS) 1.00036
38 Q(RS) 0.91734
39 Q(RS) 0.91097
40 Q(RS) 0.90542
41 Q(RS) 0.84870
42 Q(RS) 0.80972
43 Q(RS) 0.97763
44 Q(RS) 0.90100
45 Q(RS) 0.91372
46 Q(RS) 0.92448
47 Q(RS) 0.97819
48 Q(RS) 0.93590
49 Q(RS) 0.98051
50 Q(RS) 0.93796
51 Q(RS) 0.92671
52 Q(RS) 0.94217
53 Q(RS) 0.95828
54 Q(RS) 1.00181
55 Q(RS) 0.98657
56 Q(RS) 0.99789
57 Q(RS) 0.99735
58 Q(RS) 0.89454
59 Q(RS) 0.83318
60 Q(RS) 0.98086
61 Q(RS) 0.99647
62 Q(RS) 0.90125
63 Q(RS) 0.94852
64 Q(RS) 0.96954
65 Q(RS) 0.95546
66 Q(RS) 0.92822
67 Q(RS) 0.94132
68 Q(RS) 0.97423
69 Q(RS) 0.95011
70 Q(RS) 0.94128
71 Q(RS) 0.98342
72 Q(RS) 0.92710
73 Q(RS) 0.98965
74 Q(RS) 0.97583
75 Q(RS) 0.99399
76 Q(RS) 0.96545
77 Q(RS) 1.00501
78 Q(RS) 0.96798
79 Q(RS) 0.97876
80 Q(RS) 0.96334
81 Q(RS) 0.99599
82 Q(RS) 0.97442
83 Q(RS) 0.98202
84 Q(RS) 0.93755
85 Q(RS) 0.97036
86 Q(RS) 0.97126
87 Q(RS) 0.97512
88 Q(RS) 0.93681
89 Q(RS) 0.96465
90 Q(RS) 0.99425
91 Q(RS) 0.99950
92 Q(RS) 0.98722
93 Q(RS) 0.92474
94 Q(RS) 0.92973
95 Q(RS) 0.99529
96 Q(RS) 0.99847
97 Q(RS) 0.95573
98 Q(RS) 0.98989
99 Q(RS) 0.99143
100 Q(RS) 0.95073
1 Q(RS) 0.00000
2 Q(RS) 0.85661
3 Q(RS) 0.92567
4 Q(RS) 0.85982
5 Q(RS) 0.96333
6 Q(RS) 0.85392
7 Q(RS) 0.72306
8 Q(RS) 0.77958
9 Q(RS) 0.97767
10 Q(RS) 0.83245
11 Q(RS) 0.58004
12 Q(RS) 0.86539
13 Q(RS) 0.58784
14 Q(RS) 0.98543
15 Q(RS) 0.95415
16 Q(RS) 0.89132
17 Q(RS) 0.97472
18 Q(RS) 0.78566
19 Q(RS) 0.85710
20 Q(RS) 1.00045
21 Q(RS) 0.94098
22 Q(RS) 0.75221
23 Q(RS) 0.99633
24 Q(RS) 0.99911
25 Q(RS) 0.98078
26 Q(RS) 0.98697
27 Q(RS) 0.73332
28 Q(RS) 0.96713
29 Q(RS) 0.90307
30 Q(RS) 0.94196
31 Q(RS) 0.98439
32 Q(RS) 0.98494
33 Q(RS) 0.77589
34 Q(RS) 0.92912
35 Q(RS) 0.99597
36 Q(RS) 0.99213
37 Q(RS) 0.99569
38 Q(RS) 0.95758
39 Q(RS) 0.99483
40 Q(RS) 0.99121
41 Q(RS) 0.99980
42 Q(RS) 0.85509
43 Q(RS) 0.96118
44 Q(RS) 0.89711
45 Q(RS) 0.85586
46 Q(RS) 0.94852
47 Q(RS) 0.80482
48 Q(RS) 0.90936
49 Q(RS) 0.99819
50 Q(RS) 0.92050
51 Q(RS) 0.99263
52 Q(RS) 0.99363
53 Q(RS) 0.83481
54 Q(RS) 0.95012
55 Q(RS) 1.00376
56 Q(RS) 0.97723
57 Q(RS) 0.98389
58 Q(RS) 0.99284
59 Q(RS) 0.94045
60 Q(RS) 0.89799
61 Q(RS) 0.95627
62 Q(RS) 0.99967
63 Q(RS) 0.99698
64 Q(RS) 0.94380
65 Q(RS) 0.90983
66 Q(RS) 0.93825
67 Q(RS) 0.98508
68 Q(RS) 0.94652
69 Q(RS) 0.91064
70 Q(RS) 0.98013
71 Q(RS) 0.93524
72 Q(RS) 0.93644
73 Q(RS) 0.95386
74 Q(RS) 0.88664
75 Q(RS) 0.90578
76 Q(RS) 0.91463
77 Q(RS) 0.99844
78 Q(RS) 0.95394
79 Q(RS) 0.97642
80 Q(RS) 0.96006
81 Q(RS) 0.98067
82 Q(RS) 0.95796
83 Q(RS) 0.92908
84 Q(RS) 0.99705
85 Q(RS) 0.97304
86 Q(RS) 0.96489
87 Q(RS) 0.98742
88 Q(RS) 1.00324
89 Q(RS) 0.94491
90 Q(RS) 0.96082
91 Q(RS) 0.99402
92 Q(RS) 0.96884
93 Q(RS) 0.99302
94 Q(RS) 0.98145
95 Q(RS) 0.96685
96 Q(RS) 0.99147
97 Q(RS) 0.94708
98 Q(RS) 1.00168
99 Q(RS) 0.96439
100 Q(RS) 0.97887
1 Q(RS) 0.00000
2 Q(RS) 0.80603
3 Q(RS) 0.67983
4 Q(RS) 0.78270
5 Q(RS) 0.75120
6 Q(RS) 0.70841
7 Q(RS) 0.79054
8 Q(RS) 0.96077
9 Q(RS) 0.70189
10 Q(RS) 0.84677
11 Q(RS) 0.94307
12 Q(RS) 0.66424
13 Q(RS) 0.73854
14 Q(RS) 0.92450
15 Q(RS) 0.88103
16 Q(RS) 0.76531
17 Q(RS) 0.97041
18 Q(RS) 0.98146
19 Q(RS) 0.89607
20 Q(RS) 0.81276
21 Q(RS) 0.98350
22 Q(RS) 0.91425
23 Q(RS) 0.94325
24 Q(RS) 0.94952
25 Q(RS) 0.95815
26 Q(RS) 0.98038
27 Q(RS) 0.90363
28 Q(RS) 0.82266
29 Q(RS) 0.71830
30 Q(RS) 0.92347
31 Q(RS) 0.79274
32 Q(RS) 0.97820
33 Q(RS) 0.94043
34 Q(RS) 0.96553
35 Q(RS) 0.89688
36 Q(RS) 0.91227
37 Q(RS) 0.91549
38 Q(RS) 0.99242
39 Q(RS) 0.94785
40 Q(RS) 0.97915
41 Q(RS) 0.75988
42 Q(RS) 0.93700
43 Q(RS) 0.96506
44 Q(RS) 0.80519
45 Q(RS) 0.95290
46 Q(RS) 1.00404
47 Q(RS) 0.90121
48 Q(RS) 0.93240
49 Q(RS) 1.00142
50 Q(RS) 0.97332
51 Q(RS) 0.98507
52 Q(RS) 0.99676
53 Q(RS) 0.84597
54 Q(RS) 0.98034
55 Q(RS) 0.96561
56 Q(RS) 0.92077
57 Q(RS) 0.92436
58 Q(RS) 0.95515
59 Q(RS) 0.97585
60 Q(RS) 0.91719
61 Q(RS) 0.94609
62 Q(RS) 0.99084
63 Q(RS) 0.96251
64 Q(RS) 0.98550
65 Q(RS) 0.98557
66 Q(RS) 0.93091
67 Q(RS) 0.99739
68 Q(RS) 0.92394
69 Q(RS) 0.92626
70 Q(RS) 1.00558
71 Q(RS) 0.95572
72 Q(RS) 0.99634
73 Q(RS) 0.92240
74 Q(RS) 0.96480
75 Q(RS) 0.99688
76 Q(RS) 0.99827
77 Q(RS) 0.93590
78 Q(RS) 0.97417
79 Q(RS) 0.94711
80 Q(RS) 0.95144
81 Q(RS) 0.97603
82 Q(RS) 0.99562
83 Q(RS) 0.99769
84 Q(RS) 0.93491
85 Q(RS) 0.99447
86 Q(RS) 0.99736
87 Q(RS) 0.98751
88 Q(RS) 0.98333
89 Q(RS) 0.93200
90 Q(RS) 0.98426
91 Q(RS) 0.94080
92 Q(RS) 0.96807
93 Q(RS) 0.97074
94 Q(RS) 0.99901
95 Q(RS) 0.98106
96 Q(RS) 0.97059
97 Q(RS) 0.94965
98 Q(RS) 0.99948
99 Q(RS) 0.99430
100 Q(RS) 0.99686
1 Q(RS) 0.00000
2 Q(RS) 0.66430
3 Q(RS) 0.85346
4 Q(RS) 0.49516
5 Q(RS) 0.82328
6 Q(RS) 0.97850
7 Q(RS) 0.51042
8 Q(RS) 0.67324
9 Q(RS) 0.96321
10 Q(RS) 0.86594
11 Q(RS) 0.85893
12 Q(RS) 0.73429
13 Q(RS) 0.97547
14 Q(RS) 0.91067
15 Q(RS) 0.92211
16 Q(RS) 0.92944
17 Q(RS) 0.69418
18 Q(RS) 0.98089
19 Q(RS) 0.85987
20 Q(RS) 0.99034
21 Q(RS) 0.90939
22 Q(RS) 0.85894
23 Q(RS) 0.98149
24 Q(RS) 0.94482
25 Q(RS) 0.81966
26 Q(RS) 0.78178
27 Q(RS) 1.00152
28 Q(RS) 0.91495
29 Q(RS) 0.98905
30 Q(RS) 0.97038
31 Q(RS) 0.97225
32 Q(RS) 0.93058
33 Q(RS) 0.85071
34 Q(RS) 0.91686
35 Q(RS) 1.00356
36 Q(RS) 0.99275
37 Q(RS) 0.98434
38 Q(RS) 0.95046
39 Q(RS) 0.90715
40 Q(RS) 0.99625
41 Q(RS) 0.90280
42 Q(RS) 0.83583
43 Q(RS) 0.84478
44 Q(RS) 0.97003
45 Q(RS) 0.99717
46 Q(RS) 0.91133
47 Q(RS) 1.00394
48 Q(RS) 0.99784
49 Q(RS) 0.97776
50 Q(RS) 1.00243
51 Q(RS) 0.91589
52 Q(RS) 0.99460
53 Q(RS) 0.99315
54 Q(RS) 0.99338
55 Q(RS) 0.97208
56 Q(RS) 0.97269
57 Q(RS) 0.99388
58 Q(RS) 0.99909
59 Q(RS) 0.93479
60 Q(RS) 0.99922
61 Q(RS) 0.86819
62 Q(RS) 0.99243
63 Q(RS) 0.98399
64 Q(RS) 0.98380
65 Q(RS) 0.98784
66 Q(RS) 0.99244
67 Q(RS) 0.98704
68 Q(RS) 0.97587
69 Q(RS) 0.94663
70 Q(RS) 1.00249
71 Q(RS) 0.95364
72 Q(RS) 0.98483
73 Q(RS) 0.99923
74 Q(RS) 0.98415
75 Q(RS) 1.00138
76 Q(RS) 0.99506
77 Q(RS) 0.92637
78 Q(RS) 0.98837
79 Q(RS) 0.93389
80 Q(RS) 0.93988
81 Q(RS) 0.92310
82 Q(RS) 0.99726
83 Q(RS) 0.97384
84 Q(RS) 0.94117
85 Q(RS) 0.97906
86 Q(RS) 0.99940
87 Q(RS) 0.95708
88 Q(RS) 0.99399
89 Q(RS) 0.94553
90 Q(RS) 0.98670
91 Q(RS) 0.96867
92 Q(RS) 0.98829
93 Q(RS) 0.99704
94 Q(RS) 0.98110
95 Q(RS) 0.99232
96 Q(RS) 0.96377
97 Q(RS) 0.99593
98 Q(RS) 0.99588
99 Q(RS) 1.00493
100 Q(RS) 0.99967
1 Q(RS) 0.00000
2 Q(RS) 0.59190
3 Q(RS) 0.70619
4 Q(RS) 0.95795
5 Q(RS) 0.69710
6 Q(RS) 0.67913
7 Q(RS) 0.72894
8 Q(RS) 0.89992
9 Q(RS) 0.96303
10 Q(RS) 0.90139
11 Q(RS) 0.59426
12 Q(RS) 0.94810
13 Q(RS) 0.86853
14 Q(RS) 0.95382
15 Q(RS) 0.90864
16 Q(RS) 0.91246
17 Q(RS) 0.97394
18 Q(RS) 0.97893
19 Q(RS) 0.65785
20 Q(RS) 0.69476
21 Q(RS) 0.96195
22 Q(RS) 0.77277
23 Q(RS) 0.74218
24 Q(RS) 0.91737
25 Q(RS) 0.75806
26 Q(RS) 0.80128
27 Q(RS) 0.99593
28 Q(RS) 0.99044
29 Q(RS) 0.99412
30 Q(RS) 0.83446
31 Q(RS) 0.91502
32 Q(RS) 0.95977
33 Q(RS) 0.81219
34 Q(RS) 0.99211
35 Q(RS) 0.98609
36 Q(RS) 0.95602
37 Q(RS) 0.91101
38 Q(RS) 0.97455
39 Q(RS) 0.95844
40 Q(RS) 0.91857
41 Q(RS) 0.95892
42 Q(RS) 0.97228
43 Q(RS) 0.95307
44 Q(RS) 0.95278
45 Q(RS) 0.83830
46 Q(RS) 0.96541
47 Q(RS) 0.90854
48 Q(RS) 0.90667
49 Q(RS) 0.97411
50 Q(RS) 0.94830
51 Q(RS) 0.87769
52 Q(RS) 0.89040
53 Q(RS) 0.94251
54 Q(RS) 0.97334
55 Q(RS) 0.93872
56 Q(RS) 0.96195
57 Q(RS) 0.89928
58 Q(RS) 0.96024
59 Q(RS) 0.94049
60 Q(RS) 0.94676
61 Q(RS) 0.95684
62 Q(RS) 0.99246
63 Q(RS) 0.95826
64 Q(RS) 0.87348
65 Q(RS) 0.93343
66 Q(RS) 1.00160
67 Q(RS) 0.97204
68 Q(RS) 0.98136
69 Q(RS) 0.97778
70 Q(RS) 0.90056
71 Q(RS) 0.97940
72 Q(RS) 0.96956
73 Q(RS) 0.97752
74 Q(RS) 0.93427
75 Q(RS) 1.00515
76 Q(RS) 0.96160
77 Q(RS) 0.94444
78 Q(RS) 0.89948
79 Q(RS) 0.99015
80 Q(RS) 0.99714
81 Q(RS) 0.95949
82 Q(RS) 0.92447
83 Q(RS) 0.98409
84 Q(RS) 0.98530
85 Q(RS) 0.99880
86 Q(RS) 0.96216
87 Q(RS) 1.00586
88 Q(RS) 0.96773
89 Q(RS) 0.93851
90 Q(RS) 0.96326
91 Q(RS) 0.98996
92 Q(RS) 0.99572
93 Q(RS) 0.99124
94 Q(RS) 1.00554
95 Q(RS) 0.94703
96 Q(RS) 0.99310
97 Q(RS) 0.94098
98 Q(RS) 1.00121
99 Q(RS) 0.98794
100 Q(RS) 0.99381
1 Q(RS) 0.00000
2 Q(RS) 0.20231
3 Q(RS) 0.91736
4 Q(RS) 0.87276
5 Q(RS) 0.85397
6 Q(RS) 0.90153
7 Q(RS) 0.67022
8 Q(RS) 0.93385
9 Q(RS) 0.88956
10 Q(RS) 0.97578
11 Q(RS) 0.74353
12 Q(RS) 0.95407
13 Q(RS) 0.78434
14 Q(RS) 0.81688
15 Q(RS) 0.90229
16 Q(RS) 0.95349
17 Q(RS) 0.91425
18 Q(RS) 0.76626
19 Q(RS) 0.93945
20 Q(RS) 0.61221
21 Q(RS) 0.91361
22 Q(RS) 0.85153
23 Q(RS) 0.88145
24 Q(RS) 0.80871
25 Q(RS) 0.91143
26 Q(RS) 0.97644
27 Q(RS) 0.96718
28 Q(RS) 0.94316
29 Q(RS) 0.85048
30 Q(RS) 0.88088
31 Q(RS) 0.87028
32 Q(RS) 0.97578
33 Q(RS) 0.90447
34 Q(RS) 0.83680
35 Q(RS) 0.97828
36 Q(RS) 0.91398
37 Q(RS) 0.89507
38 Q(RS) 0.92201
39 Q(RS) 0.97597
40 Q(RS) 0.92633
41 Q(RS) 0.97990
42 Q(RS) 0.91343
43 Q(RS) 0.89931
44 Q(RS) 0.93043
45 Q(RS) 0.81716
46 Q(RS) 0.90769
47 Q(RS) 0.98235
48 Q(RS) 0.89520
49 Q(RS) 0.83190
50 Q(RS) 0.98126
51 Q(RS) 0.96970
52 Q(RS) 0.99189
53 Q(RS) 0.94312
54 Q(RS) 0.99631
55 Q(RS) 0.98586
56 Q(RS) 0.88256
57 Q(RS) 0.99129
58 Q(RS) 0.89852
59 Q(RS) 0.92857
60 Q(RS) 0.87327
61 Q(RS) 0.94146
62 Q(RS) 0.85767
63 Q(RS) 0.95566
64 Q(RS) 0.96386
65 Q(RS) 0.99374
66 Q(RS) 0.98456
67 Q(RS) 0.98114
68 Q(RS) 0.99852
69 Q(RS) 0.98614
70 Q(RS) 0.98030
71 Q(RS) 0.99920
72 Q(RS) 0.90313
73 Q(RS) 0.99766
74 Q(RS) 0.89803
75 Q(RS) 1.00349
76 Q(RS) 0.97440
77 Q(RS) 0.98823
78 Q(RS) 0.90791
79 Q(RS) 0.99785
80 Q(RS) 0.98330
81 Q(RS) 0.99148
82 Q(RS) 0.98793
83 Q(RS) 0.98069
84 Q(RS) 0.97429
85 Q(RS) 0.92353
86 Q(RS) 0.98897
87 Q(RS) 0.99276
88 Q(RS) 0.95099
89 Q(RS) 0.94828
90 Q(RS) 0.99203
91 Q(RS) 0.96904
92 Q(RS) 0.98241
93 Q(RS) 0.98828
94 Q(RS) 0.99631
95 Q(RS) 0.99974
96 Q(RS) 0.95452
97 Q(RS) 0.99249
98 Q(RS) 0.96928
99 Q(RS) 0.94525
100 Q(RS) 0.98589
1 Q(RS) 0.00000
2 Q(RS) 0.78901
3 Q(RS) 0.72225
4 Q(RS) 0.87053
5 Q(RS) 0.54982
6 Q(RS) 0.91585
7 Q(RS) 0.94644
8 Q(RS) 0.93423
9 Q(RS) 0.96598
10 Q(RS) 0.68275
11 Q(RS) 0.88580
12 Q(RS) 0.87038
13 Q(RS) 0.94209
14 Q(RS) 0.97681
15 Q(RS) 0.96515
16 Q(RS) 0.73479
17 Q(RS) 0.88063
18 Q(RS) 0.96170
19 Q(RS) 0.91939
20 Q(RS) 0.98092
21 Q(RS) 0.97210
22 Q(RS) 0.95924
23 Q(RS) 0.87208
24 Q(RS) 0.86395
25 Q(RS) 0.96369
26 Q(RS) 0.79118
27 Q(RS) 0.98838
28 Q(RS) 0.88866
29 Q(RS) 0.72227
30 Q(RS) 0.88240
31 Q(RS) 0.96469
32 Q(RS) 0.99699
33 Q(RS) 0.90280
34 Q(RS) 1.00179
35 Q(RS) 0.94472
36 Q(RS) 0.85055
37 Q(RS) 0.87875
38 Q(RS) 0.83211
39 Q(RS) 0.99066
40 Q(RS) 0.80689
41 Q(RS) 0.99209
42 Q(RS) 0.82006
43 Q(RS) 0.94549
44 Q(RS) 0.97298
45 Q(RS) 0.90460
46 Q(RS) 0.89984
47 Q(RS) 0.81395
48 Q(RS) 0.97873
49 Q(RS) 0.94454
50 Q(RS) 0.97471
51 Q(RS) 0.99633
52 Q(RS) 0.99560
53 Q(RS) 0.85407
54 Q(RS) 0.92629
55 Q(RS) 0.92458
56 Q(RS) 0.99022
57 Q(RS) 0.82034
58 Q(RS) 0.91783
59 Q(RS) 0.90815
60 Q(RS) 0.98187
61 Q(RS) 0.95129
62 Q(RS) 0.92270
63 Q(RS) 0.89084
64 Q(RS) 0.92357
65 Q(RS) 0.95649
66 Q(RS) 0.95779
67 Q(RS) 0.97114
68 Q(RS) 0.97453
69 Q(RS) 0.89122
70 Q(RS) 0.96983
71 Q(RS) 0.99540
72 Q(RS) 0.95965
73 Q(RS) 0.90648
74 Q(RS) 0.89331
75 Q(RS) 0.91449
76 Q(RS) 0.99174
77 Q(RS) 0.99816
78 Q(RS) 0.99259
79 Q(RS) 0.96877
80 Q(RS) 0.87806
81 Q(RS) 0.94524
82 Q(RS) 0.90581
83 Q(RS) 0.91331
84 Q(RS) 0.95636
85 Q(RS) 0.94715
86 Q(RS) 0.96543
87 Q(RS) 0.99776
88 Q(RS) 0.96813
89 Q(RS) 0.96986
90 Q(RS) 0.91347
91 Q(RS) 1.00158
92 Q(RS) 0.99833
93 Q(RS) 0.96616
94 Q(RS) 0.97562
95 Q(RS) 0.97883
96 Q(RS) 0.93141
97 Q(RS) 0.96413
98 Q(RS) 0.99901
99 Q(RS) 0.98553
100 Q(RS) 0.95875
1 Q(RS) 0.00000
2 Q(RS) 0.84430
3 Q(RS) 0.92225
4 Q(RS) 0.88760
5 Q(RS) 0.63399
6 Q(RS) 0.76506
7 Q(RS) 0.73495
8 Q(RS) 0.86530
9 Q(RS) 0.75735
10 Q(RS) 0.91947
11 Q(RS) 0.97698
12 Q(RS) 0.98684
13 Q(RS) 0.82223
14 Q(RS) 0.92675
15 Q(RS) 0.82001
16 Q(RS) 0.99048
17 Q(RS) 0.94478
18 Q(RS) 0.83840
19 Q(RS) 0.93706
20 Q(RS) 0.94702
21 Q(RS) 0.94544
22 Q(RS) 0.95035
23 Q(RS) 0.95914
24 Q(RS) 0.82678
25 Q(RS) 0.97629
26 Q(RS) 0.82811
27 Q(RS) 0.82985
28 Q(RS) 0.94675
29 Q(RS) 0.90652
30 Q(RS) 0.88411
31 Q(RS) 0.97394
32 Q(RS) 0.99191
33 Q(RS) 0.99590
34 Q(RS) 0.90080
35 Q(RS) 0.98877
36 Q(RS) 0.99881
37 Q(RS) 0.90831
38 Q(RS) 0.83680
39 Q(RS) 0.95875
40 Q(RS) 0.99418
41 Q(RS) 1.00127
42 Q(RS) 0.96701
43 Q(RS) 0.87796
44 Q(RS) 0.92823
45 Q(RS) 0.89711
46 Q(RS) 0.88891
47 Q(RS) 0.95905
48 Q(RS) 0.99779
49 Q(RS) 0.92774
50 Q(RS) 0.93804
51 Q(RS) 0.87447
52 Q(RS) 0.99747
53 Q(RS) 0.99179
54 Q(RS) 0.97403
55 Q(RS) 0.97073
56 Q(RS) 0.91564
57 Q(RS) 0.99704
58 Q(RS) 0.98903
59 Q(RS) 0.98785
60 Q(RS) 1.00514
61 Q(RS) 0.98813
62 Q(RS) 0.90938
63 Q(RS) 0.95002
64 Q(RS) 0.95265
65 Q(RS) 0.98109
66 Q(RS) 0.98181
67 Q(RS) 0.94529
68 Q(RS) 0.92858
69 Q(RS) 0.99671
70 Q(RS) 0.98973
71 Q(RS) 0.97233
72 Q(RS) 0.96377
73 Q(RS) 0.99933
74 Q(RS) 0.98463
75 Q(RS) 0.99667
76 Q(RS) 1.00017
77 Q(RS) 0.93328
78 Q(RS) 0.95612
79 Q(RS) 0.91690
80 Q(RS) 1.00125
81 Q(RS) 0.99243
82 Q(RS) 0.90898
83 Q(RS) 0.88500
84 Q(RS) 0.99025
85 Q(RS) 0.99614
86 Q(RS) 0.99190
87 Q(RS) 0.91343
88 Q(RS) 0.98516
89 Q(RS) 0.99548
90 Q(RS) 0.92227
91 Q(RS) 0.98099
92 Q(RS) 0.93692
93 Q(RS) 0.95316
94 Q(RS) 0.98993
95 Q(RS) 0.95718
96 Q(RS) 0.94296
97 Q(RS) 0.99099
98 Q(RS) 0.98453
99 Q(RS) 0.99572
100 Q(RS) 0.94491
1 Q(RS) 0.00000
2 Q(RS) 0.85521
3 Q(RS) 0.94719
4 Q(RS) 0.88021
5 Q(RS) 0.82275
6 Q(RS) 0.94070
7 Q(RS) 0.68751
8 Q(RS) 0.90351
9 Q(RS) 0.82420
10 Q(RS) 0.98115
11 Q(RS) 0.94158
12 Q(RS) 0.81835
13 Q(RS) 0.77941
14 Q(RS) 0.98317
15 Q(RS) 0.84932
16 Q(RS) 0.98364
17 Q(RS) 0.96768
18 Q(RS) 0.93702
19 Q(RS) 0.95559
20 Q(RS) 0.86221
21 Q(RS) 0.88732
22 Q(RS) 0.81279
23 Q(RS) 0.92544
24 Q(RS) 0.76519
25 Q(RS) 0.98609
26 Q(RS) 0.94311
27 Q(RS) 0.94700
28 Q(RS) 0.99362
29 Q(RS) 0.99181
30 Q(RS) 0.80229
31 Q(RS) 0.94093
32 Q(RS) 0.89478
33 Q(RS) 0.76358
34 Q(RS) 0.98289
35 Q(RS) 0.99895
36 Q(RS) 0.94417
37 Q(RS) 0.93566
38 Q(RS) 0.97320
39 Q(RS) 0.91209
40 Q(RS) 0.89217
41 Q(RS) 0.86729
42 Q(RS) 0.88255
43 Q(RS) 1.00238
44 Q(RS) 0.96503
45 Q(RS) 0.96582
46 Q(RS) 0.98268
47 Q(RS) 0.99340
48 Q(RS) 0.89806
49 Q(RS) 0.98640
50 Q(RS) 0.97743
51 Q(RS) 0.99148
52 Q(RS) 0.95747
53 Q(RS) 0.90707
54 Q(RS) 0.97725
55 Q(RS) 0.96767
56 Q(RS) 0.99810
57 Q(RS) 0.96966
58 Q(RS) 0.89384
59 Q(RS) 0.92489
60 Q(RS) 0.96979
61 Q(RS) 0.96781
62 Q(RS) 0.92595
63 Q(RS) 0.94330
64 Q(RS) 0.98541
65 Q(RS) 0.94804
66 Q(RS) 0.99448
67 Q(RS) 0.86383
68 Q(RS) 0.96271
69 Q(RS) 0.93351
70 Q(RS) 0.98753
71 Q(RS) 0.97082
72 Q(RS) 0.96787
73 Q(RS) 0.98347
74 Q(RS) 0.95409
75 Q(RS) 0.96728
76 Q(RS) 0.97774
77 Q(RS) 0.94194
78 Q(RS) 0.98948
79 Q(RS) 0.93637
80 Q(RS) 0.99172
81 Q(RS) 0.96811
82 Q(RS) 0.99790
83 Q(RS) 0.95530
84 Q(RS) 0.98915
85 Q(RS) 0.99492
86 Q(RS) 1.00145
87 Q(RS) 0.99351
88 Q(RS) 0.91701
89 Q(RS) 1.00199
90 Q(RS) 0.95979
91 Q(RS) 0.94726
92 Q(RS) 0.98418
